risk_budget,method,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility,coverage,risk_score
0.08,small_behavior_clone,contact_insertion,occluded_precondition,4,6,0.152344,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.333333,0.166667,0.0,0.0,0.0,0.093641,0.224333,0.22
0.08,small_behavior_clone,contact_insertion,occluded_precondition,5,6,0.157556,0.166667,0.666667,0.0,0.166667,0.0,0.166667,0.0,0.333333,0.333333,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.1276,0.246667,0.08
0.08,small_behavior_clone,contact_insertion,occluded_precondition,6,6,0.059333,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.5,0.0,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.0,0.051408,0.08,0.016667
0.08,small_behavior_clone,contact_insertion,occluded_precondition,7,6,0.0,0.166667,0.5,0.0,0.333333,0.166667,0.5,0.166667,0.166667,0.5,0.333333,0.166667,0.5,0.0,0.166667,0.0,0.0,0.0,0.382,0.226667
0.08,small_behavior_clone,contact_insertion,occluded_precondition,8,6,0.118667,0.166667,0.333333,0.0,0.0,0.333333,0.0,0.0,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.166667,0.0,0.0,0.096358,0.08,0.0
0.08,small_behavior_clone,contact_insertion,occluded_precondition,9,6,0.168094,0.166667,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.0,0.333333,0.166667,0.0,0.0,0.0,0.12657,0.291833,0.17
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,0,6,0.067753,0.166667,0.666667,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.5,0.0,0.030909,0.152167,0.15
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,1,6,0.0,0.166667,0.166667,0.333333,0.333333,0.5,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.333333,0.0,0.0,0.0,0.0,0.316667
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,2,6,0.15,0.333333,0.166667,0.5,0.333333,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.5,0.0,0.062,0.0,0.27
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,3,6,0.139706,0.0,0.5,0.166667,0.0,0.666667,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.333333,0.0,0.117059,0.170167,0.136667
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,4,6,0.0,0.333333,0.166667,0.166667,0.0,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.17
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,5,6,0.0,0.333333,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.089333,0.32
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,6,6,0.0,0.0,0.666667,0.166667,0.0,0.5,0.0,0.333333,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.0,0.003379,0.381833,0.103333
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,7,6,0.0,0.333333,0.333333,0.0,0.166667,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.002529,0.0575,0.096667
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,8,6,0.17485,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.166667,0.0,0.153324,0.071,0.086667
0.08,small_behavior_clone,contact_insertion,embodiment_mismatch,9,6,0.219008,0.0,0.333333,0.0,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.5,0.0,0.166667,0.0,0.0,0.166667,0.0,0.182652,0.197167,0.116667
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,0,6,0.127144,0.0,0.0,0.333333,0.333333,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.0,0.032443,0.116333,0.3
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,1,6,0.193808,0.166667,0.333333,0.0,0.666667,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.0,0.166667,0.5,0.166667,0.333333,0.0,0.135884,0.125167,0.17
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,2,6,0.0,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.333333,0.0,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.166667
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,3,6,0.0,0.166667,0.666667,0.166667,0.166667,0.333333,0.0,0.5,0.0,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.333333,0.0,0.0,0.152167,0.15
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,4,6,0.351425,0.333333,0.666667,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.5,0.0,0.5,0.333333,0.166667,0.166667,0.0,0.39354,0.5755,0.083333
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,5,6,0.0,0.333333,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.075667,0.206667
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,6,6,0.0,0.666667,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.333333,0.0,0.0,0.125167,0.17
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,7,6,0.05,0.333333,0.166667,0.333333,0.0,0.166667,0.5,0.0,0.666667,0.0,0.333333,0.0,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.0,0.29
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,8,6,0.2,0.0,0.0,0.166667,0.0,0.5,0.333333,0.0,0.333333,0.166667,0.166667,0.333333,0.0,0.333333,0.333333,0.166667,0.0,0.13075,0.0,0.17
0.08,small_behavior_clone,contact_insertion,long_horizon_compounding,9,6,0.173344,0.166667,0.5,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.333333,0.333333,0.333333,0.0,0.333333,0.333333,0.0,0.145631,0.314333,0.153333
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,0,6,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.666667,0.333333,0.0,0.5,0.0,0.166667,0.0,0.0,0.0,0.166667
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,1,6,0.207933,0.166667,0.5,0.0,0.333333,0.0,0.166667,0.166667,0.333333,0.166667,0.5,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.1435,0.017,0.126667
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,2,6,0.0,0.166667,0.166667,0.166667,0.5,0.333333,0.333333,0.0,0.333333,0.0,0.333333,0.166667,0.0,0.166667,0.0,0.333333,0.0,0.0,0.0,0.26
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,3,6,0.198533,0.166667,0.0,0.0,0.333333,0.0,0.166667,0.5,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.143595,0.138667,0.16
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,4,6,0.057778,0.166667,0.0,0.166667,0.333333,0.5,0.166667,0.333333,0.0,0.0,0.666667,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.014583,0.066667,0.213333
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,5,6,0.068278,0.0,0.166667,0.166667,0.333333,0.5,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.033523,0.156667,0.146667
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,6,6,0.073003,0.0,0.333333,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.666667,0.166667,0.166667,0.5,0.0,0.0,0.0,0.041075,0.197167,0.116667
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,7,6,0.0,0.333333,0.666667,0.333333,0.333333,0.166667,0.333333,0.5,0.166667,0.0,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.0,0.0,0.0,0.35
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,8,6,0.117667,0.333333,0.166667,0.0,0.0,0.333333,0.0,0.166667,0.0,0.0,0.5,0.166667,0.5,0.0,0.0,0.166667,0.0,0.170679,0.58,0.016667
0.08,small_behavior_clone,contact_insertion,spurious_visual_shortcut,9,6,0.083522,0.0,0.0,0.0,0.5,0.166667,0.166667,0.333333,0.0,0.0,0.666667,0.166667,0.333333,0.0,0.0,0.333333,0.0,0.034866,0.287333,0.173333
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,0,6,0.0,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.5,0.333333,0.166667,0.166667,0.166667,0.333333,0.0,0.5,0.0,0.0,0.057667,0.22
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,1,6,0.050953,0.166667,0.333333,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.0,0.008167,0.256667
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,2,6,0.0,0.666667,0.333333,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.0,0.166667,0.166667,0.0,0.0,0.0,0.012382,0.192667,0.12
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,3,6,0.079847,0.0,0.333333,0.0,0.166667,0.5,0.333333,0.666667,0.0,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.5,0.0,0.05289,0.255833,0.196667
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,4,6,0.0,0.166667,0.666667,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.333333,0.333333,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.314333,0.153333
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,5,6,0.0,0.166667,0.833333,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.166667,0.0,0.01305,0.246667,0.033333
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,6,6,0.05,0.0,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.5,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.001,0.0,0.15
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,7,6,0.059333,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.053992,0.08,0.05
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,8,6,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.0,0.333333,0.333333,0.5,0.0,0.166667,0.166667,0.0,0.0,0.463,0.166667
0.08,small_behavior_clone,contact_insertion,recovery_scarce_failure,9,6,0.05,0.5,0.5,0.166667,0.0,0.166667,0.5,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.5,0.0,0.166667,0.0,0.001167,0.0,0.236667
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,0,6,0.178,0.5,0.166667,0.0,0.333333,0.666667,0.0,0.0,0.166667,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.162492,0.08,0.06
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,1,6,0.138694,0.0,0.333333,0.333333,0.5,0.333333,0.0,0.333333,0.333333,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.5,0.0,0.053495,0.165833,0.263333
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,2,6,0.113417,0.166667,0.5,0.0,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.081917,0.0575,0.096667
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,3,6,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.333333,0.5,0.5,0.333333,0.333333,0.0,0.166667,0.0,0.0,0.296333,0.166667
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,4,6,0.118667,0.333333,0.166667,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.5,0.0,0.166667,0.0,0.105142,0.08,0.046667
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,5,6,0.0,0.333333,0.5,0.166667,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.666667,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.044167,0.23
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,6,6,0.085097,0.166667,0.166667,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.166667,0.5,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.057848,0.300833,0.163333
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,7,6,0.0,0.5,0.333333,0.0,0.166667,0.333333,0.166667,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.0,0.333333,0.0,0.008715,0.201667,0.113333
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,8,6,0.179644,0.166667,0.833333,0.166667,0.166667,0.5,0.0,0.333333,0.0,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.0,0.0,0.174867,0.341333,0.133333
0.08,small_behavior_clone,contact_insertion,distribution_mixture_aliasing,9,6,0.059333,0.5,0.333333,0.0,0.166667,0.333333,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.5,0.0,0.166667,0.0,0.069233,0.08,0.046667
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,0,6,0.050953,0.166667,0.666667,0.5,0.166667,0.0,0.0,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.0,0.0,0.008167,0.256667
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,1,6,0.05,0.333333,0.166667,0.166667,0.0,0.166667,0.5,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.253333
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,2,6,0.0,0.5,0.5,0.166667,0.333333,0.5,0.0,0.0,0.166667,0.0,0.5,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,0.0125,0.13
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,3,6,0.0,0.333333,0.333333,0.0,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.5,0.333333,0.5,0.0,0.0,0.166667,0.0,0.004567,0.58,0.03
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,4,6,0.050408,0.333333,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.333333,0.0,0.0,0.166667,0.0,0.0,0.028034,0.0035,0.136667
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,5,6,0.0,0.166667,0.666667,0.333333,0.166667,0.166667,0.5,0.333333,0.5,0.0,0.333333,0.166667,0.0,0.333333,0.0,0.5,0.0,0.0,0.0,0.353333
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,6,6,0.062503,0.166667,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.0,0.166667,0.333333,0.166667,0.166667,0.0,0.02063,0.107167,0.183333
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,7,6,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.166667,0.166667,0.333333,0.5,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.0,0.336667
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,8,6,0.117667,0.333333,0.0,0.0,0.0,0.5,0.166667,0.166667,0.166667,0.166667,0.833333,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.1507,0.58,0.066667
0.08,small_behavior_clone,contact_insertion,actuator_latency_shift,9,6,0.05,0.0,0.333333,0.333333,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.256667
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,0,6,0.0,0.666667,0.5,0.166667,0.666667,0.166667,0.333333,0.0,0.0,0.166667,0.333333,0.0,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.129833,0.29
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,1,6,0.0,0.333333,0.333333,0.333333,0.666667,0.666667,0.0,0.333333,0.166667,0.333333,0.5,0.0,0.166667,0.333333,0.166667,0.666667,0.0,0.0,0.0,0.293333
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,2,6,0.0,0.166667,0.5,0.333333,0.166667,0.333333,0.666667,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.42
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,3,6,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.166667,0.333333,0.0,0.666667,0.166667,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.237667,0.086667
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,4,6,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.333333,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.210833,0.23
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,5,6,0.0,0.166667,0.333333,0.333333,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.0,0.0,0.19
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,6,6,0.0,0.0,0.166667,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.356667
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,7,6,0.0,0.0,0.333333,0.0,0.333333,0.166667,0.5,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.5,0.333333,0.166667,0.0,0.0,0.0,0.243333
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,8,6,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.5,0.0,0.0,0.0,0.2
0.08,small_behavior_clone,contact_insertion,mixed_exception_stress,9,6,0.0,0.333333,0.0,0.0,0.0,0.333333,0.5,0.5,0.0,0.166667,0.666667,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.2
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,0,6,0.0,0.333333,0.666667,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.833333,0.166667,0.0,0.333333,0.166667,0.166667,0.0,0.000775,0.08,0.063333
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,1,6,0.236333,0.0,0.666667,0.0,0.166667,0.333333,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.0,0.0,0.0,0.2204,0.246667,0.03
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,2,6,0.0,0.333333,0.333333,0.166667,0.0,0.5,0.333333,0.166667,0.5,0.0,0.833333,0.0,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.269333,0.186667
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,3,6,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0305,0.116667
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,4,6,0.05,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.00325,0.0,0.17
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,5,6,0.0,0.333333,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.166667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,6,6,0.053558,0.5,0.5,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.0,0.0,0.0,0.0,0.333333,0.0,0.166667,0.0,0.032234,0.0305,0.116667
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,7,6,0.0,0.0,0.5,0.0,0.5,0.0,0.333333,0.333333,0.166667,0.166667,0.333333,0.166667,0.5,0.166667,0.333333,0.333333,0.0,0.0,0.3865,0.223333
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,8,6,0.236333,0.0,0.5,0.0,0.0,0.833333,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.333333,0.0,0.0,0.2349,0.246667,0.066667
0.08,small_behavior_clone,deformable_handling,rare_contact_tail,9,6,0.093497,0.0,0.0,0.0,0.333333,0.5,0.0,0.5,0.166667,0.0,0.333333,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.081388,0.372833,0.11
0.08,small_behavior_clone,deformable_handling,occluded_precondition,0,6,0.134456,0.5,0.333333,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.166667,0.166667,0.0,0.104681,0.147667,0.153333
0.08,small_behavior_clone,deformable_handling,occluded_precondition,1,6,0.076697,0.0,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.010262,0.228833,0.216667
0.08,small_behavior_clone,deformable_handling,occluded_precondition,2,6,0.095072,0.166667,0.666667,0.0,0.0,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.090906,0.386333,0.1
0.08,small_behavior_clone,deformable_handling,occluded_precondition,3,6,0.05,0.166667,0.666667,0.333333,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.333333
0.08,small_behavior_clone,deformable_handling,occluded_precondition,4,6,0.05,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.0,0.003708,0.0,0.216667
0.08,small_behavior_clone,deformable_handling,occluded_precondition,5,6,0.126056,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.5,0.0,0.166667,0.0,0.333333,0.166667,0.0,0.074841,0.111667,0.18
0.08,small_behavior_clone,deformable_handling,occluded_precondition,6,6,0.069853,0.0,0.0,0.166667,0.0,0.5,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.044681,0.170167,0.136667
0.08,small_behavior_clone,deformable_handling,occluded_precondition,7,6,0.0,0.0,0.333333,0.0,0.166667,0.0,0.333333,0.0,0.0,0.0,0.166667,0.333333,0.5,0.0,0.0,0.0,0.0,0.0,0.5125,0.13
0.08,small_behavior_clone,deformable_handling,occluded_precondition,8,6,0.196444,0.166667,0.333333,0.166667,0.0,0.5,0.0,0.0,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.0,0.166667,0.0,0.216067,0.413333,0.07
