stress_level,method,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility
0.08,large_behavior_clone,contact_insertion,occluded_precondition,5,6,0.5,0.166667,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.666667,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.494167
0.08,large_behavior_clone,contact_insertion,occluded_precondition,6,6,0.333333,0.333333,0.333333,0.0,0.0,0.5,0.166667,0.166667,0.166667,0.666667,0.166667,0.666667,0.333333,0.333333,0.166667,0.166667,0.0,0.3475
0.08,large_behavior_clone,contact_insertion,occluded_precondition,7,6,0.5,0.333333,0.333333,0.166667,0.5,0.333333,0.166667,0.0,0.166667,0.333333,0.5,0.666667,0.666667,0.0,0.0,0.166667,0.0,0.445
0.08,large_behavior_clone,contact_insertion,occluded_precondition,8,6,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.5,0.333333,0.0,0.0,0.5,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.3025
0.08,large_behavior_clone,contact_insertion,occluded_precondition,9,6,0.333333,0.166667,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.666667,0.166667,0.0,0.333333,0.0,0.308333
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,0,6,0.666667,0.333333,0.166667,0.0,0.5,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.666667,0.5,0.5,0.333333,0.0,0.0,0.63
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,1,6,0.5,0.333333,0.333333,0.166667,0.333333,0.5,0.0,0.333333,0.166667,0.333333,0.166667,0.5,0.166667,0.5,0.0,0.0,0.0,0.469167
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,2,6,0.166667,0.0,0.5,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.116667
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,3,6,0.166667,0.5,0.333333,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.333333,0.0,0.118333
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,4,6,0.166667,0.666667,0.166667,0.0,0.5,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.0,0.160833
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,5,6,0.833333,0.0,0.333333,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.0,0.739167
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,6,6,0.166667,0.166667,0.5,0.0,0.166667,0.5,0.0,0.0,0.166667,0.333333,0.333333,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.188333
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,7,6,0.333333,0.0,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.666667,0.166667,0.166667,0.666667,0.333333,0.166667,0.0,0.0,0.3175
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,8,6,0.333333,0.0,0.5,0.333333,0.166667,0.0,0.0,0.5,0.166667,0.5,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.0,0.2275
0.08,large_behavior_clone,contact_insertion,embodiment_mismatch,9,6,0.166667,0.333333,0.166667,0.166667,0.333333,0.5,0.0,0.333333,0.166667,0.5,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.0,0.1625
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,0,6,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.5,0.5,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.270833
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,1,6,0.5,0.0,0.833333,0.333333,0.0,0.166667,0.333333,0.166667,0.0,0.5,0.166667,0.5,0.333333,0.333333,0.0,0.333333,0.0,0.411667
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,2,6,0.166667,0.333333,0.166667,0.666667,0.166667,0.166667,0.0,0.166667,0.166667,0.666667,0.5,0.5,0.333333,0.0,0.0,0.333333,0.0,0.069167
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,3,6,0.666667,0.0,0.333333,0.0,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.5,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.69
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,4,6,0.333333,0.333333,0.333333,0.0,0.0,0.5,0.0,0.333333,0.166667,0.5,0.833333,0.5,0.166667,0.333333,0.166667,0.333333,0.0,0.365833
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,5,6,0.333333,0.333333,0.666667,0.166667,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.268333
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,6,6,0.5,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.5,0.333333,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.468333
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,7,6,0.5,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.166667,0.0,0.425833
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,8,6,0.833333,0.5,0.166667,0.0,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.856667
0.08,large_behavior_clone,contact_insertion,long_horizon_compounding,9,6,0.5,0.166667,0.166667,0.0,0.0,0.666667,0.333333,0.166667,0.166667,0.166667,0.166667,0.833333,0.166667,0.5,0.0,0.333333,0.0,0.465
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,0,6,0.5,0.0,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.333333,0.333333,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.386667
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,1,6,0.5,0.166667,0.0,0.0,0.333333,0.333333,0.166667,0.166667,0.166667,0.5,0.333333,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.473333
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,2,6,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.5,0.0,0.166667,0.0,0.313333
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,3,6,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.333333,0.5,0.5,0.166667,0.0,0.0,0.0,0.135
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,4,6,0.5,0.5,0.166667,0.166667,0.5,0.333333,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.5,0.0,0.166667,0.0,0.469167
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,5,6,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.104167
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,6,6,0.666667,0.333333,0.5,0.0,0.0,0.5,0.166667,0.333333,0.0,0.333333,0.333333,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.7175
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,7,6,0.0,0.0,0.333333,0.333333,0.166667,0.166667,0.333333,0.0,0.0,0.666667,0.5,0.5,0.166667,0.5,0.0,0.0,0.0,0.0
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,8,6,0.5,0.0,0.166667,0.0,0.166667,0.166667,0.0,0.333333,0.166667,0.333333,0.333333,0.5,0.333333,0.333333,0.0,0.0,0.0,0.4675
0.08,large_behavior_clone,contact_insertion,spurious_visual_shortcut,9,6,0.333333,0.333333,0.166667,0.0,0.0,0.333333,0.5,0.166667,0.5,0.5,0.5,0.5,0.166667,0.333333,0.0,0.166667,0.0,0.281667
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,0,6,0.333333,0.166667,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.666667,0.166667,0.333333,0.0,0.166667,0.0,0.2425
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,1,6,0.5,0.5,0.0,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.666667,0.0,0.503333
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,2,6,0.333333,0.5,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.326667
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,3,6,0.5,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.333333,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.451667
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,4,6,0.166667,0.166667,0.5,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.666667,0.666667,0.333333,0.333333,0.0,0.166667,0.0,0.095833
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,5,6,0.666667,0.0,0.5,0.166667,0.166667,0.333333,0.166667,0.5,0.166667,0.333333,0.333333,0.5,0.166667,0.333333,0.0,0.333333,0.0,0.590833
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,6,6,0.166667,0.0,0.166667,0.166667,0.5,0.333333,0.333333,0.0,0.166667,0.5,0.666667,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.074167
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,7,6,0.333333,0.166667,0.333333,0.166667,0.5,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.333333,0.0,0.166667,0.166667,0.0,0.240833
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,8,6,0.333333,0.166667,0.5,0.166667,0.0,0.333333,0.0,0.166667,0.0,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.335
0.08,large_behavior_clone,contact_insertion,recovery_scarce_failure,9,6,0.666667,0.166667,0.333333,0.0,0.5,0.333333,0.0,0.166667,0.166667,0.5,0.333333,0.0,0.333333,0.0,0.0,0.166667,0.0,0.665
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,0,6,0.5,0.166667,0.0,0.0,0.666667,0.166667,0.333333,0.5,0.166667,0.333333,0.333333,0.5,0.0,0.166667,0.0,0.0,0.0,0.3675
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,1,6,0.5,0.333333,0.5,0.0,0.5,0.166667,0.0,0.333333,0.166667,0.5,0.666667,0.166667,0.0,0.0,0.166667,0.0,0.0,0.465833
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,2,6,0.333333,0.333333,0.166667,0.0,0.0,0.333333,0.0,0.5,0.166667,0.333333,0.5,0.333333,0.166667,0.666667,0.166667,0.0,0.0,0.3675
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,3,6,0.166667,0.166667,0.166667,0.0,0.0,0.666667,0.0,0.333333,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.21
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,4,6,0.333333,0.5,0.5,0.0,0.166667,0.166667,0.333333,0.333333,0.0,0.166667,0.333333,0.333333,0.166667,0.333333,0.166667,0.166667,0.0,0.329167
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,5,6,0.833333,0.333333,0.5,0.333333,0.166667,0.0,0.333333,0.5,0.166667,0.5,0.5,0.666667,0.333333,0.0,0.0,0.0,0.0,0.725833
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,6,6,0.666667,0.0,0.166667,0.5,0.166667,0.0,0.0,0.166667,0.166667,0.666667,0.5,0.5,0.166667,0.0,0.0,0.0,0.0,0.535
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,7,6,0.5,0.333333,0.666667,0.0,0.166667,0.166667,0.0,0.333333,0.0,0.333333,0.0,0.666667,0.166667,0.166667,0.166667,0.0,0.0,0.486667
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,8,6,0.333333,0.5,0.333333,0.0,0.5,0.0,0.5,0.0,0.166667,0.0,0.666667,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.264167
0.08,large_behavior_clone,contact_insertion,distribution_mixture_aliasing,9,6,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.5,0.166667,0.166667,0.333333,0.333333,0.5,0.0,0.666667,0.166667,0.0,0.0,0.031667
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,0,6,0.0,0.333333,0.333333,0.0,0.0,0.5,0.166667,0.0,0.166667,0.333333,0.5,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.015
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,1,6,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.166667,0.333333,0.5,0.333333,0.0,0.0,0.0,0.216667
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,2,6,0.166667,0.166667,0.333333,0.333333,0.5,0.333333,0.166667,0.333333,0.0,0.166667,0.5,0.833333,0.5,0.166667,0.0,0.333333,0.0,0.053333
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,3,6,0.5,0.0,0.0,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.666667,0.333333,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.460833
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,4,6,0.833333,0.333333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.0,0.0,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.0,0.845833
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,5,6,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.5,0.166667,0.666667,0.0,0.0,0.0,0.31
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,6,6,0.5,0.0,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.0,0.5,0.333333,0.166667,0.166667,0.0,0.489167
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,7,6,0.5,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.0,0.666667,0.666667,0.0,0.166667,0.0,0.166667,0.0,0.0,0.491667
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,8,6,0.166667,0.333333,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.833333,0.5,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.179167
0.08,large_behavior_clone,contact_insertion,actuator_latency_shift,9,6,0.5,0.166667,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.333333,0.0,0.5,0.166667,0.333333,0.0,0.0,0.0,0.463333
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,0,6,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.290833
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,1,6,0.5,0.166667,0.166667,0.0,0.5,0.5,0.166667,0.0,0.0,0.333333,0.0,0.5,0.0,0.166667,0.333333,0.0,0.0,0.4375
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,2,6,0.333333,0.166667,0.333333,0.5,0.166667,0.0,0.333333,0.166667,0.0,0.5,0.5,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.2075
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,3,6,0.333333,0.333333,0.333333,0.166667,0.333333,0.5,0.166667,0.0,0.0,0.333333,0.5,0.333333,0.333333,0.166667,0.166667,0.333333,0.0,0.320833
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,4,6,0.5,0.333333,0.666667,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.5,1.0,0.5,0.333333,0.166667,0.166667,0.0,0.470833
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,5,6,0.166667,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.333333,0.333333,0.166667,0.5,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.139167
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,6,6,0.333333,0.333333,0.333333,0.166667,0.166667,0.333333,0.333333,0.166667,0.0,0.666667,0.0,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.310833
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,7,6,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.5,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.123333
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,8,6,0.5,0.5,0.333333,0.166667,0.166667,0.666667,0.333333,0.333333,0.166667,0.0,0.5,0.5,0.5,0.166667,0.0,0.0,0.0,0.5075
0.08,large_behavior_clone,contact_insertion,mixed_exception_stress,9,6,0.166667,0.166667,0.166667,0.333333,0.0,0.0,0.666667,0.0,0.0,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.333333,0.0,0.0625
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,0,6,0.666667,0.0,0.333333,0.0,0.166667,0.5,0.166667,0.166667,0.0,0.666667,0.166667,0.166667,0.5,0.166667,0.166667,0.0,0.0,0.689167
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,1,6,0.666667,0.166667,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.0,0.333333,0.166667,0.5,0.166667,0.333333,0.166667,0.333333,0.0,0.62
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,2,6,0.333333,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.166667,0.166667,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.0,0.0,0.2725
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,3,6,0.5,0.166667,0.666667,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.166667,0.5,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.480833
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,4,6,0.5,0.333333,0.333333,0.0,0.0,0.166667,0.0,0.0,0.166667,0.5,0.666667,0.5,0.333333,0.166667,0.0,0.166667,0.0,0.521667
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,5,6,0.666667,0.333333,0.666667,0.0,0.333333,0.0,0.166667,0.166667,0.0,0.666667,0.166667,0.333333,0.333333,0.333333,0.166667,0.166667,0.0,0.644167
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,6,6,0.5,0.166667,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.666667,0.333333,0.333333,0.0,0.166667,0.0,0.0,0.0,0.39
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,7,6,0.333333,0.166667,0.5,0.166667,0.0,0.5,0.166667,0.5,0.0,0.166667,0.666667,0.666667,0.0,0.333333,0.0,0.333333,0.0,0.29
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,8,6,0.333333,0.0,0.333333,0.0,0.333333,0.5,0.166667,0.166667,0.166667,0.5,0.166667,0.5,0.0,0.166667,0.0,0.0,0.0,0.2625
0.08,large_behavior_clone,deformable_handling,rare_contact_tail,9,6,0.5,0.5,0.5,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.833333,0.166667,1.0,0.333333,0.5,0.166667,0.0,0.0,0.4025
0.08,large_behavior_clone,deformable_handling,occluded_precondition,0,6,0.666667,0.166667,0.666667,0.0,0.0,0.333333,0.166667,0.0,0.0,0.5,0.5,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.688333
0.08,large_behavior_clone,deformable_handling,occluded_precondition,1,6,0.5,0.0,0.333333,0.0,0.166667,0.0,0.0,0.0,0.166667,0.5,0.0,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.47
0.08,large_behavior_clone,deformable_handling,occluded_precondition,2,6,0.666667,0.166667,0.166667,0.0,0.166667,0.333333,0.0,0.5,0.0,0.833333,0.166667,0.333333,0.333333,0.833333,0.333333,0.166667,0.0,0.686667
0.08,large_behavior_clone,deformable_handling,occluded_precondition,3,6,0.833333,0.166667,0.166667,0.0,0.333333,0.5,0.0,0.166667,0.166667,0.5,0.5,0.666667,0.333333,0.0,0.0,0.0,0.0,0.809167
0.08,large_behavior_clone,deformable_handling,occluded_precondition,4,6,0.5,0.0,0.333333,0.166667,0.5,0.5,0.166667,0.166667,0.0,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.0,0.0,0.4075
0.08,large_behavior_clone,deformable_handling,occluded_precondition,5,6,0.333333,0.333333,0.0,0.0,0.166667,0.333333,0.333333,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.0,0.0,0.0,0.325833
0.08,large_behavior_clone,deformable_handling,occluded_precondition,6,6,0.5,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.166667,0.166667,0.5,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.499167
0.08,large_behavior_clone,deformable_handling,occluded_precondition,7,6,0.333333,0.333333,0.333333,0.166667,0.0,0.166667,0.333333,0.0,0.166667,0.5,0.166667,0.666667,0.0,0.0,0.166667,0.166667,0.0,0.256667
0.08,large_behavior_clone,deformable_handling,occluded_precondition,8,6,0.333333,0.333333,0.5,0.333333,0.0,0.333333,0.166667,0.333333,0.166667,0.166667,0.0,0.5,0.166667,0.166667,0.0,0.0,0.0,0.286667
0.08,large_behavior_clone,deformable_handling,occluded_precondition,9,6,0.5,0.5,0.5,0.0,0.166667,0.166667,0.166667,0.166667,0.0,0.5,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.513333
0.08,large_behavior_clone,deformable_handling,embodiment_mismatch,0,6,0.333333,0.666667,0.666667,0.5,0.333333,0.5,0.166667,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.280833
0.08,large_behavior_clone,deformable_handling,embodiment_mismatch,1,6,0.666667,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.333333,0.333333,0.166667,0.0,0.6625
0.08,large_behavior_clone,deformable_handling,embodiment_mismatch,2,6,0.0,0.166667,0.333333,0.166667,0.5,0.333333,0.166667,0.0,0.0,0.333333,0.333333,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0
0.08,large_behavior_clone,deformable_handling,embodiment_mismatch,3,6,0.5,0.166667,0.333333,0.0,0.0,0.166667,0.333333,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.47
0.08,large_behavior_clone,deformable_handling,embodiment_mismatch,4,6,0.666667,0.166667,0.5,0.0,0.333333,0.333333,0.333333,0.166667,0.0,0.5,0.0,0.5,0.0,0.166667,0.0,0.0,0.0,0.594167
0.08,large_behavior_clone,deformable_handling,embodiment_mismatch,5,6,1.0,0.333333,0.333333,0.0,0.0,0.666667,0.166667,0.333333,0.0,0.5,0.333333,0.5,0.166667,0.333333,0.0,0.166667,0.0,1.0
0.08,large_behavior_clone,deformable_handling,embodiment_mismatch,6,6,0.5,0.333333,0.5,0.0,0.166667,0.666667,0.166667,0.166667,0.0,0.166667,0.5,0.5,0.166667,0.166667,0.0,0.0,0.0,0.5175
